,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
count,5000.0,5000.0,5000.0,5000.0,5000.0
mean,1724544.3672718522,385.45540088164535,816.4741069357682,0.0,0.1176
std,1996691.368145185,169.27414165134286,251.13530651984797,0.0,0.32216610343057495
log_std,0.7209543062373637,0.43840217578846397,0.32132927689375185,,
min,170920.36164254055,65.15764841396059,159.58247808821247,0.0,0.0
0.1%,276560.50939408905,90.74307814005559,232.16800512421335,0.0,0.0
2.3%,462182.13328070333,152.04010238898042,373.55861981152896,0.0,0.0
10%,624790.6989544424,199.90927070411857,505.8588796147576,0.0,0.0
15.9%,702216.4973616218,222.86619818000094,577.1858352849207,0.0,0.0
50%,1043432.2406620583,349.45370038024106,763.5507638829765,0.0,0.0
84.1%,1563598.0100677835,557.1982034754286,1077.3663804047362,0.0,0.0
90%,7133161.546226954,729.699621000068,1164.5205347210594,0.0,1.0
97.7%,7133198.891845507,730.2438848375932,1380.7850226341664,0.0,1.0
99.9%,7133230.329677098,746.1590690644862,1745.0069711821343,0.0,1.0
max,7133253.013386778,921.0244143979805,1915.516113192423,0.0,1.0
