-,repair_cost-,repair_time-parallel,repair_time-sequential
count,5000.0,5000.0,5000.0
mean,2033318.698367882,394.81706523233686,759.7176037259983
std,2389757.34768553,190.48208227556026,237.57981219661872
log_std,0.8644497805526385,0.4911343813642745,0.3303072500983157
min,140853.54675872804,40.6831617980568,112.3312289072836
0.1%,229015.5165434197,80.22724846626069,194.41767096703168
2.3%,409835.1212482572,139.48844190437148,333.8925223779556
10%,574712.5830504107,188.43558919474887,467.6035972827788
15.9%,646720.6334273078,211.65969640565856,526.4473612286567
50%,999019.7759887084,344.36870645162674,730.0982173412449
84.1%,7133157.328623216,729.6489101692662,992.4141965674928
90%,7133181.593152956,729.9591232105247,1087.2841223883563
97.7%,7133208.65351728,730.3490195778511,1317.9983235711559
99.9%,7133238.14826756,731.0934258548396,1605.8969828481916
max,7133255.636273522,850.7718474525436,1901.042930079216
